ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04340,2026-09-06T01:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Transformer temperature trending high,"Gradual rise on the trend, small each day, obvious across a month.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,19.3
INC-2026-04581,2026-05-21T06:45,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Medium,Closed,E-commerce,Stock levels out of step with warehouse,Numbers on screen and numbers on the rack are two different stories.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,13.2
INC-2026-04965,2026-04-23T11:30,Energy,Substation Fana,SCADA link,ERR-3310,High,Closed,Grid Operations,Telemetry gap from remote site,"Intermittent loss of contact with the outstation, several short gaps through the evening.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,2.4
INC-2026-04715,2026-07-06T11:15,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,High,Closed,Grid Operations,Unit running warmer than its neighbours,Control room sees the figure drifting upward and not recovering during the quiet hours.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,16.5
INC-2026-04534,2026-07-15T21:45,Retail,DC Vestby,Point of sale,ERR-6205,Low,Resolved,Store Systems,Checkout terminal restarting unexpectedly,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",Faulty power supply under load. Replaced the unit with no repeat over the following week.,6.8
INC-2026-04072,2026-05-28T17:45,Payments,Scoring Cluster A,Settlement batch,ERR-4310,Medium,Resolved,Payments Platform,Settlement file rejected by clearing,"The file came back rejected with a format complaint, so settlement did not post for the day.","Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",6.5
INC-2026-04986,2026-08-26T10:00,Payments,Gateway West,Card authorisation,ERR-4001,Critical,Resolved,Fraud Engineering,Authorisation success rate dropped,"Customers say payment spins and then fails, and a retry usually works on the second attempt.",Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,2.2
INC-2026-04972,2026-01-22T19:00,Energy,Substation Rong,SCADA link,ERR-3310,Medium,In Progress,SCADA,Outstation dropping off the system,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",,
INC-2026-04339,2026-03-01T21:00,Energy,Substation Kollsnes,Protection relay,ERR-7120,Critical,Resolved,SCADA,Relay operated with no fault found,"Operated during normal conditions, and a full inspection turned up nothing at all.",Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,15.7
INC-2026-04807,2026-06-09T22:30,Retail,DC Vestby,Inventory sync,ERR-6410,Medium,In Progress,Store Systems,Stock levels out of step with warehouse,Customers are ordering items that ran out before the order was even placed.,,
INC-2026-04513,2026-08-29T04:45,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Medium,Resolved,E-commerce,Stock levels out of step with warehouse,What the system believes is in the building bears no relation to what is in the building.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,14.3
INC-2026-04921,2026-05-31T19:00,Energy,Substation Rong,Transformer cooling,ERR-7744,High,Closed,Grid Operations,Unit running warmer than its neighbours,"Gradual rise on the trend, small each day, obvious across a month.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,19.3
INC-2026-04964,2026-01-22T11:30,Maritime,MV Havbris,Navigation display,ERR-2203,Low,Closed,Bridge Systems,Chart display freezing on bridge console,Console stops responding to touch and only recovers after a power cycle.,Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,7.9
INC-2026-04538,2026-07-01T11:45,Payments,Scoring Cluster A,Card authorisation,ERR-4001,Critical,Resolved,Core Banking,Customers reporting failed checkout,People are being refused at the final step even though their cards are perfectly good.,"Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",5.8
INC-2026-04786,2026-01-27T11:00,Payments,Gateway West,Card authorisation,ERR-4001,Critical,Resolved,Fraud Engineering,Authorisation success rate dropped,"More transactions than normal are being turned away, with no pattern by card type or issuer.",Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,1.2
INC-2026-04274,2026-08-13T13:30,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Medium,Resolved,Logistics,Online availability showing items that are sold out,What the system believes is in the building bears no relation to what is in the building.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,17.4
INC-2026-04225,2026-08-13T08:00,Payments,Gateway North,Card authorisation,ERR-4001,High,Closed,Payments Platform,Customers reporting failed checkout,Approval numbers fell off a cliff and have not come back on their own.,"Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",1.2
INC-2026-04539,2026-06-10T05:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,High,Resolved,Logistics,Checkout terminal restarting unexpectedly,Freezes solid with a customer standing there and the basket half scanned.,Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,7.2
INC-2026-04076,2026-08-04T22:45,Retail,Store 031 Bergen,Receipt printer,ERR-6250,Low,Resolved,Store Systems,Receipt printer not responding,Staff hand over a torn stub because the machine quit in the middle of it.,Printer driver incompatible with the latest POS release. Rolled back the driver.,4.8
INC-2026-04877,2026-07-02T00:00,Maritime,MV Storfjord,Navigation display,ERR-2203,Medium,Resolved,Bridge Systems,Bridge display unresponsive during watch,"Image stalls and the vessel symbol stops moving, though position is clearly still changing.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,2.6
INC-2026-04606,2026-05-26T11:45,Payments,Gateway Core,Card authorisation,ERR-4001,High,Resolved,Core Banking,Elevated decline rate on card payments,Support is fielding complaints that the payment page hangs and then gives up.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,1.1
INC-2026-04492,2026-03-06T18:45,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Checkout terminal restarting unexpectedly,"Goes down on its own without anyone touching it, then comes back a minute later.",Faulty power supply under load. Replaced the unit with no repeat over the following week.,8.4
INC-2026-04474,2026-02-06T10:45,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Auxiliary engine losing power intermittently,"Watch reports the machine hunting at constant load, never quite holding a figure.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,4.7
INC-2026-04993,2026-09-03T16:15,Maritime,MV Bergen Star,Navigation display,ERR-2203,Medium,Resolved,Rotating Equipment,Chart display freezing on bridge console,"Goes black for a moment, then paints itself back in as if nothing happened.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,2.4
INC-2026-04278,2026-02-10T07:45,Maritime,MV Havbris,Navigation display,ERR-2203,High,Closed,Rotating Equipment,Console blanking intermittently,"Screen locks up for around thirty seconds then returns on its own, several times per watch.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",7.8
INC-2026-04136,2026-04-11T16:15,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Elevated decline rate on card payments,Support is fielding complaints that the payment page hangs and then gives up.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,4.0
INC-2026-04471,2026-07-07T02:00,Retail,DC Vestby,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Lane out of service at peak,Terminal locks solid mid transaction when the queue is long and staff have to restart it.,Failing memory module. Swapped the board and soak tested through a full trading day.,1.3
INC-2026-04626,2026-09-03T12:15,Maritime,MV Nordlys,Navigation display,ERR-2203,Medium,Resolved,Bridge Systems,Bridge display unresponsive during watch,Console stops responding to touch and only recovers after a power cycle.,"Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",5.3
INC-2026-04561,2026-02-27T03:30,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Closed,Hull & Deck,Uneven running on auxiliary engine,Power dips away and returns without anyone touching the controls.,Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,9.6
INC-2026-04155,2026-03-14T14:45,Maritime,MV Storfjord,Fuel system,ERR-5140,High,Resolved,Hull & Deck,Uneven running on auxiliary engine,"Pressure reading swings up and down rather than holding steady, and the engine surges slightly with it.",Fuel filter partially blocked. Replaced the element and bled the system.,4.9
INC-2026-04210,2026-01-17T10:15,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Low,Resolved,Store Systems,Checkout terminal restarting unexpectedly,"Goes down on its own without anyone touching it, then comes back a minute later.",Failing memory module. Swapped the board and soak tested through a full trading day.,8.4
INC-2026-04286,2026-07-10T15:45,Retail,DC Vestby,Receipt printer,ERR-6250,Low,Closed,Store Systems,Printing stops partway through a sale,It produces the top of the receipt and then simply stops.,Worn feed roller slipping under load. Replaced the roller assembly.,4.7
INC-2026-04555,2026-04-08T15:00,Energy,Substation Rong,Protection relay,ERR-7120,High,Resolved,Substation Field,Relay operated with no fault found,"Came out for no reason anyone can establish, reclosed first time and has behaved since.",Relay setting group left on the commissioning profile. Restored operational settings.,4.3
INC-2026-04602,2026-05-01T14:45,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Medium,Resolved,Store Systems,No receipt at end of transaction,Output dies mid print and the transaction has to be put through again.,Paper sensor dirty and reporting empty. Cleaned and recalibrated.,3.6
INC-2026-04722,2026-03-04T19:45,Energy,Substation Fana,Transformer cooling,ERR-7744,High,In Progress,Grid Operations,Unit running warmer than its neighbours,Unit runs hotter than the others on the same bus under identical load.,,
INC-2026-04031,2026-01-07T13:30,Retail,Store 022 Trondheim,Receipt printer,ERR-6250,Low,Closed,Logistics,No receipt at end of transaction,Printer stops halfway through and the sale has to be voided and rerun.,Printer driver incompatible with the latest POS release. Rolled back the driver.,2.1
INC-2026-04397,2026-06-06T21:30,Payments,Gateway Core,Settlement batch,ERR-4310,High,Resolved,Payments Platform,Settlement file rejected by clearing,Job died in the middle and had to be picked up again from where it gave out.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",19.9
INC-2026-04082,2026-01-21T06:30,Maritime,MV Nordlys,Fuel system,ERR-5140,High,Closed,Hull & Deck,Uneven running on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",Fuel filter partially blocked. Replaced the element and bled the system.,4.1
INC-2026-04590,2026-02-23T00:30,Retail,DC Vestby,Inventory sync,ERR-6410,Medium,Closed,Logistics,Stock levels out of step with warehouse,Customers are ordering items that ran out before the order was even placed.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,19.7
INC-2026-04194,2026-02-13T17:00,Maritime,MV Nordlys,Navigation display,ERR-2203,High,Resolved,Rotating Equipment,Bridge display unresponsive during watch,"Goes black for a moment, then paints itself back in as if nothing happened.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",2.2
INC-2026-04098,2026-02-04T19:00,Maritime,MV Havbris,Navigation display,ERR-2203,High,Resolved,Hull & Deck,Bridge display unresponsive during watch,Console stops responding to touch and only recovers after a power cycle.,"Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",4.3
INC-2026-04115,2026-09-14T04:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Unit running warmer than its neighbours,Thermal margin has been shrinking week on week and nobody can point at a cause.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,16.2
INC-2026-04903,2026-07-19T05:45,Payments,Gateway Core,Settlement batch,ERR-4310,Medium,Resolved,Core Banking,Settlement file rejected by clearing,Batch stalled partway through and had to be restarted from the last checkpoint.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,16.9
INC-2026-04392,2026-06-23T05:15,Maritime,MV Kvitøy,Fuel system,ERR-5140,Medium,In Progress,Rotating Equipment,Fuel pressure fluctuating on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",,
INC-2026-04889,2026-07-16T02:00,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Closed,SCADA,SCADA polling timeouts overnight,We lose sight of it for minutes at a time and then it is back as though nothing happened.,Radio link degraded by weather. Repointed the antenna and improved the margin.,1.0
INC-2026-04144,2026-06-27T04:45,Energy,Substation Ålgård,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,Telemetry gap from remote site,"Values freeze at their last figure, then jump to current once contact returns.",Polling interval too aggressive after a config change. Reverted to the previous setting.,9.9
INC-2026-04709,2026-08-07T03:30,Energy,Substation Fana,SCADA link,ERR-3310,Low,Resolved,Grid Operations,SCADA polling timeouts overnight,"Nothing reported in from that location for a stretch, with no alarm to say why.",Radio link degraded by weather. Repointed the antenna and improved the margin.,3.2
INC-2026-04300,2026-04-17T18:15,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Authorisation success rate dropped,"More transactions than normal are being turned away, with no pattern by card type or issuer.",Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,0.6
INC-2026-04874,2026-05-10T01:15,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,High,Resolved,E-commerce,Stock levels out of step with warehouse,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,3.8
INC-2026-04634,2026-02-02T01:15,Payments,Gateway West,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,Fraud model scoring slowly,The model is taking its time. What used to be instant now has a noticeable wait.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,12.3
INC-2026-04782,2026-01-19T03:00,Payments,Gateway North,Fraud scoring,ERR-4102,High,Resolved,Payments Platform,Fraud model scoring slowly,"Overnight job still running well into the morning, leaving downstream reports delayed.",Threshold misconfigured during deployment. Corrected and validated against the holdout set.,3.8
INC-2026-04411,2026-07-02T11:30,Retail,DC Vestby,Inventory sync,ERR-6410,Low,Resolved,Store Systems,Online availability showing items that are sold out,Numbers on screen and numbers on the rack are two different stories.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",2.4
INC-2026-04341,2026-01-22T18:45,Maritime,MV Nordlys,Navigation display,ERR-2203,Medium,Resolved,Hull & Deck,Chart display freezing on bridge console,Picture freezes mid update. Everything else on the bridge carries on as normal.,"Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",6.1
INC-2026-04401,2026-07-09T09:45,Maritime,MV Havbris,Navigation display,ERR-2203,Low,Resolved,Rotating Equipment,Bridge display unresponsive during watch,"Goes black for a moment, then paints itself back in as if nothing happened.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",6.8
INC-2026-04365,2026-08-29T10:00,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,E-commerce,Printing stops partway through a sale,The till says done and the customer gets nothing to take away.,Worn feed roller slipping under load. Replaced the roller assembly.,2.4
INC-2026-04899,2026-09-01T19:45,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Closed,SCADA,SCADA polling timeouts overnight,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Polling interval too aggressive after a config change. Reverted to the previous setting.,2.5
INC-2026-04725,2026-03-26T20:45,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,In Progress,Logistics,Online availability showing items that are sold out,Counts in the system do not match what staff find when they physically check the shelf.,,
INC-2026-04685,2026-06-29T01:00,Maritime,MV Nordlys,Navigation display,ERR-2203,Medium,Resolved,Hull & Deck,Console blanking intermittently,Console stops responding to touch and only recovers after a power cycle.,"Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",3.1
INC-2026-04583,2026-04-30T12:45,Payments,Gateway Core,Settlement batch,ERR-4310,Medium,Resolved,Fraud Engineering,Settlement file rejected by clearing,Overnight run stopped halfway and left the day only partly posted.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,21.7
INC-2026-04330,2026-04-26T11:00,Payments,Gateway West,Fraud scoring,ERR-4102,Low,Closed,Payments Platform,Fraud model scoring slowly,"Overnight job still running well into the morning, leaving downstream reports delayed.",Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,15.1
INC-2026-04566,2026-05-12T08:00,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,Logistics,Receipt printer not responding,It produces the top of the receipt and then simply stops.,Worn feed roller slipping under load. Replaced the roller assembly.,1.4
INC-2026-04181,2026-07-08T19:30,Payments,Scoring Cluster A,Settlement batch,ERR-4310,High,In Progress,Fraud Engineering,Daily reconciliation out by a file,"The file came back rejected with a format complaint, so settlement did not post for the day.",,
INC-2026-04329,2026-02-12T23:00,Retail,Store 031 Bergen,Point of sale,ERR-6205,Medium,Resolved,Store Systems,Lane out of service at peak,Staff lose the lane completely and have to move the queue to the next one.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,4.2
INC-2026-04140,2026-04-14T23:15,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Low,Resolved,Logistics,Counts disagree between systems,"The nightly transfer arrived hours late, so morning picking worked from stale numbers.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,12.3
INC-2026-04400,2026-04-22T19:00,Payments,Gateway Core,Card authorisation,ERR-4001,Critical,Resolved,Payments Platform,Customers reporting failed checkout,Success rate dropped from its usual level to around eighty percent over about ten minutes.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,4.4
INC-2026-04623,2026-08-11T07:00,Retail,Store 022 Trondheim,Receipt printer,ERR-6250,Low,Resolved,E-commerce,No receipt at end of transaction,Output dies mid print and the transaction has to be put through again.,Worn feed roller slipping under load. Replaced the roller assembly.,0.6
INC-2026-04296,2026-06-08T19:45,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Closed,Logistics,Online availability showing items that are sold out,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.","Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",6.6
INC-2026-04041,2026-03-07T13:45,Maritime,MV Kvitøy,Fuel system,ERR-5140,High,Closed,Bridge Systems,Fuel pressure fluctuating on auxiliary engine,Engine drops revs briefly every few minutes then recovers on its own.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,3.2
INC-2026-04170,2026-03-19T21:00,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Closed,Grid Operations,Unexpected breaker trip on feeder,Breaker opened on its own. Walked the route and found nothing wrong.,Relay setting group left on the commissioning profile. Restored operational settings.,6.1
INC-2026-04931,2026-07-25T10:00,Payments,Gateway Core,Card authorisation,ERR-4001,Critical,Closed,Fraud Engineering,Elevated decline rate on card payments,Volume looks normal but far fewer of them are completing than they should.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,3.8
INC-2026-04501,2026-07-10T08:15,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Resolved,Grid Operations,Feeder lost supply without cause,"Came out for no reason anyone can establish, reclosed first time and has behaved since.","Moisture ingress in the relay panel causing spurious operation. Dried, sealed and retested.",16.9
INC-2026-04029,2026-06-10T19:45,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Closed,Bridge Systems,Uneven running on auxiliary engine,Gauge will not settle. It wanders either side of where it should sit.,Fuel filter partially blocked. Replaced the element and bled the system.,5.8
INC-2026-04714,2026-08-20T06:30,Energy,Substation Ålgård,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Outstation dropping off the system,"Nothing reported in from that location for a stretch, with no alarm to say why.",Radio link degraded by weather. Repointed the antenna and improved the margin.,7.8
INC-2026-04981,2026-08-20T22:45,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,SCADA,Outstation dropping off the system,"Nothing reported in from that location for a stretch, with no alarm to say why.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,11.9
INC-2026-04652,2026-04-04T04:30,Payments,Gateway West,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,Fraud model scoring slowly,Queue depth has been climbing all day and the team cannot work through it fast enough.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,15.0
INC-2026-04205,2026-04-01T10:00,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,SCADA polling timeouts overnight,Trend shows holes in the record overnight that filled themselves in by morning.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,8.0
INC-2026-04251,2026-04-25T00:00,Retail,Store 031 Bergen,Receipt printer,ERR-6250,Low,In Progress,Logistics,Printing stops partway through a sale,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",,
INC-2026-04639,2026-01-22T15:30,Payments,Gateway West,Card authorisation,ERR-4001,Critical,In Progress,Payments Platform,Customers reporting failed checkout,"Customers say payment spins and then fails, and a retry usually works on the second attempt.",,
INC-2026-04895,2026-02-27T21:30,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Closed,SCADA,Unit running warmer than its neighbours,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,14.8
INC-2026-04896,2026-07-11T22:30,Maritime,MV Storfjord,Navigation display,ERR-2203,Medium,Closed,Bridge Systems,Chart display freezing on bridge console,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,1.2
INC-2026-04600,2026-05-16T09:30,Maritime,MV Kvitøy,Navigation display,ERR-2203,Low,Resolved,Rotating Equipment,Bridge display unresponsive during watch,"Image stalls and the vessel symbol stops moving, though position is clearly still changing.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",7.9
INC-2026-04778,2026-06-25T13:30,Maritime,MV Kvitøy,Navigation display,ERR-2203,High,Resolved,Rotating Equipment,Console blanking intermittently,Picture freezes mid update. Everything else on the bridge carries on as normal.,"Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",5.4
INC-2026-04467,2026-05-03T01:45,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Unit running warmer than its neighbours,Control room sees the figure drifting upward and not recovering during the quiet hours.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,13.2
INC-2026-04186,2026-07-26T12:15,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Closed,Rotating Equipment,Fuel pressure fluctuating on auxiliary engine,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Fuel filter partially blocked. Replaced the element and bled the system.,5.3
INC-2026-04754,2026-01-09T02:30,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Critical,Closed,Substation Field,Transformer temperature trending high,Unit runs hotter than the others on the same bus under identical load.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,12.4
INC-2026-04368,2026-08-24T00:45,Retail,DC Vestby,Inventory sync,ERR-6410,High,Resolved,Logistics,Stock levels out of step with warehouse,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.",Message queue backed up behind a poison message. Removed it and replayed the remainder.,18.4
INC-2026-04321,2026-04-12T00:15,Maritime,MV Storfjord,Navigation display,ERR-2203,Low,In Progress,Rotating Equipment,Bridge display unresponsive during watch,"Goes black for a moment, then paints itself back in as if nothing happened.",,
INC-2026-04635,2026-04-03T12:00,Retail,DC Vestby,Receipt printer,ERR-6250,Medium,Resolved,E-commerce,Receipt printer not responding,Staff hand over a torn stub because the machine quit in the middle of it.,Worn feed roller slipping under load. Replaced the roller assembly.,1.8
INC-2026-04523,2026-02-21T20:15,Energy,Substation Fana,Protection relay,ERR-7120,High,Resolved,SCADA,Relay operated with no fault found,Breaker opened on its own. Walked the route and found nothing wrong.,Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,17.1
INC-2026-04374,2026-09-09T05:15,Payments,Gateway North,Settlement batch,ERR-4310,Medium,Closed,Payments Platform,Settlement file rejected by clearing,Overnight run stopped halfway and left the day only partly posted.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",20.0
INC-2026-04595,2026-06-28T05:00,Energy,Substation Ålgård,SCADA link,ERR-3310,High,Closed,Substation Field,SCADA polling timeouts overnight,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Radio link degraded by weather. Repointed the antenna and improved the margin.,11.0
INC-2026-04949,2026-04-13T11:45,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Resolved,Logistics,Stock levels out of step with warehouse,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,11.6
INC-2026-04781,2026-04-29T01:00,Maritime,MV Storfjord,Fuel system,ERR-5140,Low,Resolved,Hull & Deck,Auxiliary engine losing power intermittently,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,3.4
INC-2026-04245,2026-05-14T04:15,Payments,Gateway Core,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,False positives spiking on new rule,Genuine customers are being stopped at a rate we have not seen before.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,6.7
INC-2026-04482,2026-04-18T13:00,Payments,Gateway West,Fraud scoring,ERR-4102,High,Resolved,Core Banking,False positives spiking on new rule,Analysts are drowning in referrals that turn out to be perfectly ordinary purchases.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,13.1
INC-2026-04920,2026-08-26T15:30,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,Resolved,E-commerce,Online availability showing items that are sold out,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,2.1
INC-2026-04983,2026-02-23T11:15,Payments,Gateway West,Settlement batch,ERR-4310,Medium,Resolved,Fraud Engineering,Settlement file rejected by clearing,Job died in the middle and had to be picked up again from where it gave out.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",17.1
INC-2026-04731,2026-05-07T10:15,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,High,Resolved,Logistics,Online availability showing items that are sold out,Customers are ordering items that ran out before the order was even placed.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",10.7
INC-2026-04976,2026-08-25T20:15,Maritime,MV Nordlys,Fuel system,ERR-5140,High,Resolved,Hull & Deck,Fuel pressure fluctuating on auxiliary engine,"Output is uneven under steady demand, with no alarm raised.",Fuel filter partially blocked. Replaced the element and bled the system.,6.6
INC-2026-04912,2026-08-22T20:15,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Resolved,Store Systems,Stock levels out of step with warehouse,Counts in the system do not match what staff find when they physically check the shelf.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,11.0
INC-2026-04643,2026-06-30T22:15,Maritime,MV Nordlys,Fuel system,ERR-5140,Low,Closed,Hull & Deck,Auxiliary engine losing power intermittently,Gauge will not settle. It wanders either side of where it should sit.,Fuel filter partially blocked. Replaced the element and bled the system.,3.1
INC-2026-04852,2026-08-16T20:00,Payments,Gateway West,Card authorisation,ERR-4001,High,Resolved,Core Banking,Elevated decline rate on card payments,Support is fielding complaints that the payment page hangs and then gives up.,"Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",5.1
INC-2026-04476,2026-06-12T12:15,Retail,Store 022 Trondheim,Receipt printer,ERR-6250,Low,Resolved,E-commerce,Receipt printer not responding,Staff hand over a torn stub because the machine quit in the middle of it.,Printer driver incompatible with the latest POS release. Rolled back the driver.,2.3
INC-2026-04712,2026-03-11T15:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Critical,In Progress,Grid Operations,Transformer temperature trending high,Unit runs hotter than the others on the same bus under identical load.,,
INC-2026-04247,2026-01-13T23:45,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Uneven running on auxiliary engine,Power dips away and returns without anyone touching the controls.,Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,8.2
INC-2026-04130,2026-08-03T18:00,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Closed,Substation Field,Telemetry gap from remote site,Trend shows holes in the record overnight that filled themselves in by morning.,Polling interval too aggressive after a config change. Reverted to the previous setting.,6.5
